id,nom,cognom,email,telefon,adreça,ciutat,codi_postal,pais,data_naixement,sector
948,Benjamin,Garcia,pcoleman@gmail.com,001-169-555-0078x6049,"27969 John Vista Suite 678, Sancheztown, CT 36144",Tracyville,86495,Samoa,1957-06-19,Retail
949,Joshua,Perez,richardsbryan@hotmail.com,307.202.5555x9420,"5887 Blackwell Gateway Suite 832, Lauraton, WI 55206",Weekstown,40149,Mali,1957-10-27,Salut
950,Andrew,Johnson,andersonamanda@gmail.com,(541)426-4195,"432 Catherine Loop, New Carltown, AL 76125",West Kristine,22495,Montserrat,1967-09-29,Educació
951,Joseph,Brock,terri17@hicks.com,(227)251-4527x58529,"62819 Terrell Lock, West Timothy, IL 42703",Benjaminview,43253,Bhutan,1997-09-04,Finance
952,Ashley,Christian,morgan90@mcbride.info,203-071-3833,"02570 Natasha Stream Apt. 659, Hawkinsmouth, NE 51250",New Waltermouth,86929,Iran,1957-05-30,Finance
953,Jonathon,Montoya,chungjames@hotmail.com,(159)476-3402x66767,"Unit 5682 Box 4707, DPO AA 17191",Brownmouth,72496,Bulgaria,1959-08-22,Automoció
954,Jacob,Ali,uthompson@reyes.com,(110)764-6886x44008,"247 Mccoy Points Apt. 688, Smithmouth, NJ 50246",Johnsonchester,58925,Belgium,1984-02-29,Retail
955,Kristen,Bennett,alejandro25@yahoo.com,001-482-536-1695,"PSC 3011, Box 5200, APO AA 96669",Connorberg,48582,Gibraltar,1945-09-16,Educació
956,Ray,Daniels,nbarnes@allen.net,368-845-1308x758,"PSC 0795, Box 0883, APO AP 32074",Castillotown,32806,Antarctica (the territory South of 60 deg S),1991-12-21,Finance
957,Amber,Ward,waynedavis@gmail.com,001-295-313-3098,"912 Brian Forge, East Stacyborough, MN 56083",East Michelle,36072,Iran,1962-03-16,Retail
958,Madison,Owens,coleeric@carlson.com,(529)749-0543x3338,"7700 Pacheco Pines, East Kellyton, LA 97613",Taylormouth,46929,Argentina,1976-02-17,Salut
959,Eric,Williams,dalton42@gmail.com,(422)861-8866,"65060 Brian Glen, Freyfort, PA 44985",New Robert,98726,Solomon Islands,1947-11-29,Tecnologia
960,Keith,Ortega,fdavidson@ochoa-hood.com,001-499-658-2035x311,"99026 Christine Trail, Robertmouth, KY 86639",New Patriciaborough,85585,Sri Lanka,1945-08-04,Turisme
961,Carrie,Griffin,jtorres@gmail.com,(053)054-3460x2471,"182 Clark Shores Apt. 713, Watsonbury, AZ 76187",South Timothystad,27190,Nepal,1960-09-27,Turisme
962,Kim,Weaver,michaelward@bowman.com,(509)659-8325x966,"1276 Hill Way, North Dawnchester, DC 01985",Williamston,27754,Kuwait,1998-12-20,Educació
963,Stephanie,Alvarez,daniel02@stephens.com,631-417-9047,"8826 Johnson Flat Apt. 471, New Kelly, OH 55257",West Samantha,92946,Cuba,1948-01-03,Finance
964,Carla,Taylor,aaron52@wood-massey.com,019.656.9461x8952,"5782 Martin Bridge, Lake Meganport, SD 77584",Brandonstad,47132,Svalbard & Jan Mayen Islands,2004-04-18,Retail
965,Raymond,Garrison,shanesantiago@gmail.com,001-326-062-8380x6540,"82268 Mccullough Ways Apt. 070, East Angelbury, NM 16403",Lisaland,98034,Kenya,1964-12-07,Automoció
966,Robert,Harris,loricoleman@green-fuller.info,1809804484,"47437 Bennett Meadow, North Darren, AK 42562",Rebeccaton,34128,Monaco,1964-10-09,Salut
967,James,Vang,duffyashley@rosales.com,+1-855-884-4144x45347,"66653 Misty Burgs, West Sierra, GA 57201",Port Michaelfurt,10797,Netherlands Antilles,1946-01-18,Salut
968,Colleen,Perez,gilbertaustin@yahoo.com,693-356-7140x32258,"77078 Anthony Viaduct, Port Tracyside, LA 26018",North James,01701,Malta,1947-02-28,Salut
969,Cynthia,Flores,lorraine43@yahoo.com,(627)280-7049x53252,"770 Cook Course Apt. 613, Perryfurt, CO 31957",Larsonshire,76460,Sudan,1994-09-07,Salut
970,Ashley,Henderson,eric43@hotmail.com,9914382212,"086 Robert Extensions Apt. 501, Delgadochester, HI 78361",Farmermouth,73523,Dominican Republic,1946-10-05,Retail
971,Andrea,Hartman,gcruz@lucas.com,673.162.1404,"Unit 9963 Box 6509, DPO AA 14479",Robinsonborough,83920,Equatorial Guinea,1986-04-12,Retail
972,John,Hernandez,kevin40@yahoo.com,001-758-996-5233,"32663 Berry Crossing, Harpershire, NE 89251",West Tiffany,36773,Morocco,1967-10-03,Salut
973,Erin,Gregory,brittany21@ford.com,7825690258,"407 Abigail Curve Suite 689, Morganton, MT 80511",West Danielle,29795,Belize,1968-02-11,Automoció
974,Mary,Orr,isaac43@gmail.com,001-649-270-2127x103,"975 Miller Villages, New Robertberg, NV 30890",Meyersstad,78936,Andorra,1961-04-08,Automoció
975,Traci,Wells,dhardin@yahoo.com,655.702.8872x33205,"849 Jones Freeway Suite 214, Port Jessica, MT 47825",New Dustinview,58040,Russian Federation,1968-01-30,Automoció
976,Dawn,Rhodes,glawrence@smith.com,627-914-6300x2730,"28695 Craig Spur Apt. 762, South Luishaven, AK 28441",North Connieview,94900,Suriname,1999-01-13,Finance
977,Paul,Bishop,theodorekim@yahoo.com,385-424-3350x103,"PSC 9617, Box 6192, APO AE 69694",Thompsonstad,01207,French Polynesia,1974-09-17,Automoció
978,Brandon,Freeman,baxterkyle@gmail.com,9179030437,"09952 David Fort, Changfort, TN 38945",Willisville,02702,Switzerland,1956-07-19,Salut
979,James,Gray,josephwest@guerrero.com,(659)517-3502x4388,"7274 Patrick Burgs Apt. 025, Halltown, TX 20718",North Brianhaven,87135,Grenada,1982-02-21,Turisme
980,Lisa,Eaton,smithmary@nichols.com,259-847-3995,"9478 Watson Meadows Suite 333, West Martinfort, GA 47969",East Jenniferland,31497,Saint Martin,1993-05-13,Educació
981,Steven,Pace,johnsonjohn@hotmail.com,1836357772,"812 Parker Village Apt. 961, East Ryanburgh, AZ 06744",Ramirezside,26011,Guinea,2003-04-29,Automoció
982,David,Kramer,davisapril@gmail.com,349-930-3884x2450,"0736 Zachary Wells Apt. 590, Mackmouth, IL 55620",South Kevin,91624,Spain,1967-11-30,Retail
983,Elizabeth,Jordan,kimberlymartin@miller.com,507.255.4511x0083,"4323 Holly Street, South Leahside, TX 08962",Palmerland,94541,Afghanistan,1994-06-29,Automoció
984,Douglas,Harrison,hallen@yahoo.com,001-283-343-3906,"302 Leslie Heights Apt. 001, East Laura, FL 40892",Maldonadostad,55838,Italy,1983-11-16,Salut
985,Tyler,Moran,alfred11@robinson.com,(215)275-2304,"617 Mills Pine, Melissamouth, HI 22151",East Cassandrastad,52005,Madagascar,1974-01-08,Tecnologia
986,Amanda,Freeman,rivasterri@hotmail.com,001-887-960-4385x9532,"6866 Andrew Row Apt. 371, Leeland, DC 01573",Berryhaven,58259,Croatia,1982-08-14,Retail
987,Jennifer,Ayers,rebecca46@hotmail.com,827-354-3902,"USS Berg, FPO AP 93190",Ariasville,79116,Saint Helena,1950-04-21,Automoció
988,Craig,Padilla,joseph07@lewis-jordan.com,(664)714-0324,"USNS Davis, FPO AA 85740",Lake Michelechester,70554,Chile,1963-11-02,Automoció
989,Katherine,Lloyd,jacksonkatherine@lozano.com,584.056.8545x8308,"902 Ronald Greens, East William, TN 50120",West Phillipchester,40202,Guinea,1999-11-08,Tecnologia
990,Elizabeth,Pugh,melissa38@hotmail.com,(365)254-7789x83906,"98847 George Summit, North Charles, MN 56571",Andersonport,62097,New Zealand,1992-10-31,Automoció
991,Brenda,Weaver,wcarr@mcpherson.org,266.938.5276x81243,"PSC 1470, Box 4923, APO AE 75800",Thomasville,12784,Vietnam,1970-07-29,Tecnologia
992,Christine,Rogers,fross@yahoo.com,001-950-457-1094x3160,"974 Rollins Mountains Suite 068, West Victoria, FL 37363",South Dennis,37107,Mauritania,2001-11-23,Turisme
993,Lauren,Clarke,jsmith@yahoo.com,001-252-471-8940x2132,"8087 Perkins Skyway Apt. 422, East Ashley, ND 87073",East Jessestad,79799,Anguilla,1972-10-07,Educació
994,Jay,Fitzpatrick,jessicacox@zamora-hess.com,(807)681-9296x6344,"567 Dennis Rue Suite 368, Leonborough, NH 66274",New Juliamouth,54907,Namibia,1986-01-04,Retail
995,Shane,Garcia,barbaraevans@murillo.com,021-542-3289x86238,"86212 Christopher Crossroad Apt. 615, Amandamouth, VA 13612",West Rodneyton,08823,United Kingdom,1946-03-19,Educació
996,Lisa,Phillips,matthew11@hotmail.com,+1-313-707-6541x926,"82830 Anna Haven Apt. 444, Frankborough, CO 70062",Robertmouth,47668,Palau,1975-09-18,Finance
997,Lucas,Jones,jeffery70@dodson.biz,890.014.5196x005,"02468 Reynolds Garden, Port Melissa, TX 45234",Lauraview,52605,Maldives,1963-01-16,Tecnologia
998,Kenneth,Garcia,mileswendy@richmond.info,+1-266-337-0961,"66402 Thomas Springs Suite 975, West Cody, TX 86867",East Crystal,02779,Panama,1969-06-16,Salut
999,Ashley,Robertson,patriciabarrett@hotmail.com,346-627-1431x2310,"Unit 7291 Box 0422, DPO AP 03184",Phillipshire,15764,Malawi,1987-08-27,Automoció
1000,Gary,Mccormick,hensonryan@webb.com,531.103.7993x563,"87071 Hall Burg Suite 304, Port Elizabethchester, IA 79208",East Brandon,02930,Oman,1995-04-05,Salut
